timestep,reward,ep_len,wall_time
20184,-76.992773,110,30.79
20212,-140.490458,106,30.81
20348,-75.368462,78,30.90
20528,-245.220345,86,31.03
20552,-147.171411,130,31.05
20608,-111.141661,99,31.09
20792,-224.082846,111,31.24
20992,-136.385277,96,31.40
21044,-241.654298,129,31.45
21172,-31.505411,155,31.55
21396,-102.426404,151,31.72
21408,-134.934112,104,31.73
21480,-219.378546,109,31.78
21496,-43.653003,81,31.79
21768,-95.791214,90,32.01
21888,-263.409219,123,32.10
22012,-180.205421,133,32.21
22060,-121.191906,141,32.25
22072,-54.196663,76,32.26
22160,-93.498683,68,32.33
22472,-140.250584,100,32.56
22556,-115.189748,124,32.62
22604,-268.273132,111,32.65
22648,-164.184044,159,32.68
22796,-110.955672,81,32.79
22968,-218.391123,103,32.92
23032,-84.409091,107,32.97
23128,-129.045902,120,33.03
23268,-120.27059,118,33.13
23392,-112.862362,90,33.22
23512,-39.833898,96,33.31
23604,-133.253571,84,33.39
23616,-65.050191,162,33.40
23864,-181.43807,118,33.60
23948,-245.196285,109,33.66
24012,-85.144283,102,33.71
24016,-108.078127,100,33.71
24152,-47.709613,72,33.81
24300,-75.860075,71,33.91
24456,-108.161986,127,34.03
24504,-106.513308,123,34.07
24564,-236.854711,103,34.12
24852,-121.612165,87,42.12
24920,-245.132912,155,42.18
24976,-179.267914,130,42.22
25124,-98.26996,140,42.33
25324,-226.113237,118,42.47
25356,-246.135499,95,42.50
25384,-74.162847,65,42.52
25428,-306.882484,127,42.55
25796,-223.895184,110,42.83
25880,-69.596749,113,42.90
25884,-86.247837,140,42.91
26072,-191.166759,172,43.05
26328,-101.023669,111,43.24
26356,-60.603875,119,43.27
26360,-327.477471,141,43.27
26516,-150.535869,111,43.38
26644,-69.856825,79,43.47
26660,-85.412433,75,43.49
26812,-91.372484,114,43.60
26952,-130.716053,77,43.71
27044,-250.453118,132,43.79
27184,-22.916693,131,43.90
27388,-10.280365,109,44.08
27468,-34.394103,106,44.15
27476,-31.874923,73,44.15
27480,-72.675582,167,44.15
27800,-58.120663,80,44.39
27804,-97.484907,84,44.39
27968,-301.69505,145,44.51
27996,-57.361427,130,44.53
28112,-71.458276,78,44.62
28280,-112.783108,119,44.74
28328,-61.237583,90,44.78
28340,-22.334067,86,44.79
28620,-30.319935,70,44.99
28628,-85.553719,87,44.99
28672,-182.618601,140,45.03
28796,-215.668595,117,45.11
29036,-124.463711,102,45.29
29084,-1.700545,103,45.33
29096,-84.815664,119,45.34
29272,-86.343365,59,45.46
29324,-263.518412,132,45.50
29584,-133.830576,78,45.69
29628,-108.656798,136,45.72
29648,-171.14121,138,45.74
29652,-36.301568,82,45.74
29956,-57.731626,82,45.96
