timestep,reward,ep_len,wall_time
40,10.0,10,0.22
44,11.0,11,0.23
60,15.0,15,0.24
116,18.0,18,0.28
128,17.0,17,0.28
140,35.0,35,0.29
144,26.0,26,0.29
168,13.0,13,0.31
192,13.0,13,0.32
252,15.0,15,0.36
268,25.0,25,0.37
296,38.0,38,0.39
324,18.0,18,0.40
328,15.0,15,0.41
344,54.0,54,0.41
404,20.0,20,0.45
408,20.0,20,0.46
440,36.0,36,0.47
440,24.0,24,0.47
452,12.0,12,0.48
484,19.0,19,0.50
512,18.0,18,0.52
524,18.0,18,0.53
544,26.0,26,0.54
572,15.0,15,0.56
584,15.0,15,0.57
628,11.0,11,0.59
632,15.0,15,0.59
644,25.0,25,0.60
656,43.0,43,0.61
728,18.0,18,0.65
728,24.0,24,0.65
740,24.0,24,0.66
768,10.0,10,0.68
792,16.0,16,0.69
808,17.0,17,0.70
816,12.0,12,0.71
820,48.0,48,0.71
844,13.0,13,0.72
880,16.0,16,0.74
904,24.0,24,0.76
944,25.0,25,0.78
960,14.0,14,0.79
988,27.0,27,0.81
996,44.0,44,0.81
1000,10.0,10,0.81
1056,17.0,17,0.85
1056,15.0,15,0.85
1088,36.0,36,0.87
1132,33.0,33,0.90
1136,12.0,12,0.90
1156,25.0,25,0.91
1176,30.0,30,0.92
1180,11.0,11,0.93
1204,18.0,18,0.94
1264,15.0,15,0.98
1284,26.0,26,0.99
1288,33.0,33,0.99
1352,44.0,44,1.03
1372,27.0,27,1.05
1376,23.0,23,1.05
1392,26.0,26,1.06
1424,13.0,13,1.08
1424,12.0,12,1.08
1444,13.0,13,1.09
1496,18.0,18,1.12
1516,23.0,23,1.13
1548,26.0,26,1.15
1548,49.0,49,1.15
1576,15.0,15,1.17
1600,13.0,13,1.19
1620,18.0,18,1.20
1644,17.0,17,1.21
1656,14.0,14,1.22
1672,13.0,13,1.23
1696,50.0,50,1.24
1712,10.0,10,1.25
1716,15.0,15,1.26
1760,16.0,16,1.28
1792,19.0,19,1.30
1808,24.0,24,1.31
1816,43.0,43,1.32
1832,18.0,18,1.33
1848,14.0,14,1.34
1852,11.0,11,1.34
1856,10.0,10,1.34
1872,10.0,10,1.35
1888,8.0,8,1.36
1912,16.0,16,1.38
1928,14.0,14,1.39
1960,18.0,18,1.41
1960,12.0,12,1.41
1980,32.0,32,1.42
2012,13.0,13,1.44
2068,14.0,14,1.47
2076,24.0,24,1.48
2084,31.0,31,1.49
2100,43.0,43,1.50
2152,19.0,19,1.53
2160,23.0,23,1.53
2184,21.0,21,1.55
2220,34.0,34,1.57
2232,18.0,18,1.58
2264,28.0,28,1.60
2264,11.0,11,1.60
2268,21.0,21,1.60
2288,14.0,14,1.62
2312,12.0,12,1.63
2384,24.0,24,1.67
2392,20.0,20,1.68
2400,33.0,33,1.68
2424,40.0,40,1.70
2436,13.0,13,1.71
2444,13.0,13,1.71
2452,13.0,13,1.71
2504,17.0,17,1.74
2504,20.0,20,1.74
2532,22.0,22,1.76
2540,9.0,9,1.77
2544,23.0,23,1.77
2572,17.0,17,1.78
2600,17.0,17,1.80
2608,16.0,16,1.81
2616,19.0,19,1.81
2632,15.0,15,1.82
2660,15.0,15,1.84
2664,14.0,14,1.84
2684,17.0,17,1.85
2732,18.0,18,1.89
2748,16.0,16,1.90
2792,32.0,32,1.92
2800,17.0,17,1.93
2820,18.0,18,1.94
2840,52.0,52,1.96
2864,18.0,18,1.98
2872,13.0,13,1.98
2888,22.0,22,1.99
2920,12.0,12,2.01
2928,16.0,16,2.02
2964,19.0,19,2.04
3008,20.0,20,2.07
3048,32.0,32,2.09
3052,22.0,22,2.10
3052,53.0,53,2.10
3064,14.0,14,2.10
3096,12.0,12,2.12
3116,16.0,16,2.14
3132,17.0,17,2.15
3168,13.0,13,2.17
3176,20.0,20,2.18
3224,43.0,43,2.21
3228,24.0,24,2.21
3232,14.0,14,2.21
3256,8.0,8,2.23
3276,11.0,11,2.24
3308,35.0,35,2.26
3344,22.0,22,2.28
3344,17.0,17,2.28
3380,9.0,9,2.30
3388,40.0,40,2.31
3400,14.0,14,2.31
3444,14.0,14,2.34
3456,19.0,19,2.34
3500,48.0,48,2.37
3500,11.0,11,2.37
3520,30.0,30,2.39
3544,11.0,11,2.40
3544,11.0,11,2.40
3552,27.0,27,2.41
3608,22.0,22,2.44
3612,15.0,15,2.44
3616,18.0,18,2.45
3660,29.0,29,2.47
3684,17.0,17,2.49
3712,26.0,26,2.51
3720,27.0,27,2.51
3736,13.0,13,2.52
