timestep,reward,ep_len,wall_time
200,-1071.930704,200,0.02
400,-1508.156373,200,0.03
600,-1264.817186,200,0.05
800,-975.696731,200,0.07
1000,-972.109004,200,0.08
1200,-1362.564817,200,4.25
1400,-1610.952145,200,6.63
1600,-1408.717357,200,8.99
1800,-1736.956612,200,11.33
2000,-1499.253839,200,13.63
2200,-1747.207356,200,15.98
2400,-1374.68047,200,18.27
2600,-1215.85913,200,20.64
2800,-1338.774529,200,23.02
3000,-1119.192537,200,25.49
3200,-1109.599645,200,27.87
3400,-909.187001,200,30.24
3600,-316.210508,200,32.60
3800,-260.443957,200,34.93
4000,-554.752755,200,37.29
4200,-262.440388,200,39.65
4400,-128.586612,200,42.01
4600,-130.67464,200,44.38
4800,-250.393508,200,46.74
5000,-268.341197,200,49.12
5200,-125.736209,200,51.48
5400,-252.769389,200,53.84
5600,-123.014339,200,56.15
5800,-1.704713,200,58.51
6000,-117.37389,200,60.87
6200,-129.661966,200,63.23
6400,-240.721388,200,65.58
6600,-124.464924,200,67.93
6800,-124.63458,200,70.30
7000,-386.74901,200,72.38
7200,-123.925516,200,74.45
7400,-1.881015,200,76.80
7600,-0.74826,200,79.16
7800,-123.699921,200,81.55
8000,-252.746336,200,83.90
8200,-117.989014,200,86.25
8400,-1.71567,200,88.81
8600,-130.007596,200,91.24
8800,-117.937367,200,93.42
9000,-247.748643,200,95.53
9200,-225.93498,200,97.64
9400,-336.098691,200,99.74
9600,-225.829088,200,101.84
9800,-255.23682,200,103.95
10000,-231.622387,200,106.08
