timestep,reward,ep_len,wall_time
200,-966.401379,200,0.02
400,-1252.370697,200,0.03
600,-1069.818675,200,0.05
800,-1299.392543,200,0.07
1000,-1068.649452,200,0.08
1200,-934.796707,200,2.62
1400,-1191.434471,200,5.18
1600,-1352.455613,200,7.84
1800,-1753.852567,200,10.39
2000,-1532.246352,200,12.98
2200,-1568.496695,200,15.50
2400,-1736.069398,200,18.06
2600,-1300.156686,200,20.59
2800,-988.950246,200,23.11
3000,-1223.223864,200,25.73
3200,-1029.274932,200,28.44
3400,-884.794763,200,31.01
3600,-554.422169,200,33.48
3800,-4.501097,200,36.32
4000,-384.873786,200,38.90
4200,-385.549298,200,41.43
4400,-249.917249,200,43.94
4600,-127.741252,200,46.45
4800,-0.752204,200,49.01
5000,-234.168706,200,51.52
5200,-122.624958,200,54.03
5400,-235.423989,200,56.53
5600,-260.136249,200,59.05
5800,-1317.092306,200,61.62
6000,-126.647198,200,64.14
6200,-116.435285,200,66.67
6400,-128.645057,200,69.17
6600,-312.552752,200,71.66
6800,-236.022441,200,74.14
7000,-0.88431,200,76.66
7200,-1.026645,200,79.19
7400,-117.745295,200,81.74
7600,-125.027714,200,84.33
7800,-314.822051,200,86.84
8000,-120.922224,200,89.34
8200,-233.316665,200,92.04
8400,-230.025946,200,94.57
8600,-1380.648938,200,97.09
8800,-331.87036,200,99.61
9000,-225.976904,200,102.11
9200,-395.589329,200,104.69
9400,-120.023602,200,107.19
9600,-124.363906,200,109.70
9800,-1.068442,200,112.19
10000,-239.194845,200,114.61
