timestep,reward,ep_len,wall_time
18,18.0,18,0.00
34,16.0,16,0.00
45,11.0,11,0.00
59,14.0,14,0.00
70,11.0,11,0.00
85,15.0,15,0.00
109,24.0,24,0.01
135,26.0,26,0.01
193,58.0,58,0.01
215,22.0,22,0.01
229,14.0,14,0.01
249,20.0,20,0.01
259,10.0,10,0.01
271,12.0,12,0.01
288,17.0,17,0.01
305,17.0,17,0.01
377,72.0,72,0.02
388,11.0,11,0.02
402,14.0,14,0.02
421,19.0,19,0.02
445,24.0,24,0.02
458,13.0,13,0.02
470,12.0,12,0.02
502,32.0,32,0.02
549,47.0,47,0.02
580,31.0,31,0.02
591,11.0,11,0.03
609,18.0,18,0.03
626,17.0,17,0.03
651,25.0,25,0.03
675,24.0,24,0.03
695,20.0,20,0.04
709,14.0,14,0.04
721,12.0,12,0.04
747,26.0,26,0.04
768,21.0,21,0.04
789,21.0,21,0.05
807,18.0,18,0.05
827,20.0,20,0.05
847,20.0,20,0.05
881,34.0,34,0.05
906,25.0,25,0.05
947,41.0,41,0.06
964,17.0,17,0.06
976,12.0,12,0.06
1018,42.0,42,0.57
1029,11.0,11,0.59
1053,24.0,24,0.61
1061,8.0,8,0.66
1073,12.0,12,0.68
1089,16.0,16,0.70
1099,10.0,10,0.71
1110,11.0,11,0.72
1123,13.0,13,0.74
1136,13.0,13,0.75
1150,14.0,14,0.77
1161,11.0,11,0.79
1170,9.0,9,0.80
1180,10.0,10,0.81
1192,12.0,12,0.82
1202,10.0,10,0.84
1216,14.0,14,0.85
1231,15.0,15,0.87
1243,12.0,12,0.88
1252,9.0,9,0.89
1261,9.0,9,0.90
1271,10.0,10,0.91
1281,10.0,10,0.93
1296,15.0,15,0.94
1316,20.0,20,0.97
1324,8.0,8,0.98
1336,12.0,12,1.00
1346,10.0,10,1.01
1356,10.0,10,1.03
1365,9.0,9,1.04
1375,10.0,10,1.06
1385,10.0,10,1.07
1400,15.0,15,1.09
1409,9.0,9,1.11
1420,11.0,11,1.12
1430,10.0,10,1.14
1441,11.0,11,1.15
1449,8.0,8,1.17
1461,12.0,12,1.19
1474,13.0,13,1.21
1485,11.0,11,1.22
1495,10.0,10,1.23
1503,8.0,8,1.25
1521,18.0,18,1.28
1531,10.0,10,1.29
1543,12.0,12,1.30
1557,14.0,14,1.33
1567,10.0,10,1.34
1576,9.0,9,1.36
1590,14.0,14,1.40
1600,10.0,10,1.42
1610,10.0,10,1.44
1619,9.0,9,1.45
1628,9.0,9,1.47
1638,10.0,10,1.49
1649,11.0,11,1.51
1660,11.0,11,1.52
1669,9.0,9,1.53
1678,9.0,9,1.54
1689,11.0,11,1.55
1698,9.0,9,1.57
1707,9.0,9,1.58
1717,10.0,10,1.60
1726,9.0,9,1.61
1741,15.0,15,1.63
1755,14.0,14,1.65
1766,11.0,11,1.66
1775,9.0,9,1.68
1787,12.0,12,1.69
1797,10.0,10,1.72
1807,10.0,10,1.73
1818,11.0,11,1.75
1830,12.0,12,1.77
1843,13.0,13,1.79
1853,10.0,10,1.81
1862,9.0,9,1.82
1874,12.0,12,1.84
1884,10.0,10,1.85
1893,9.0,9,1.86
1903,10.0,10,1.88
1911,8.0,8,1.90
1923,12.0,12,1.92
1932,9.0,9,1.93
1943,11.0,11,1.95
1953,10.0,10,1.97
1963,10.0,10,1.98
1972,9.0,9,1.99
1980,8.0,8,2.00
1990,10.0,10,2.02
2000,10.0,10,2.05
2011,11.0,11,2.08
2021,10.0,10,2.10
2031,10.0,10,2.11
2040,9.0,9,2.13
2049,9.0,9,2.14
2059,10.0,10,2.16
2068,9.0,9,2.17
2078,10.0,10,2.19
2088,10.0,10,2.21
2098,10.0,10,2.23
2108,10.0,10,2.24
2117,9.0,9,2.26
2126,9.0,9,2.27
2135,9.0,9,2.29
2144,9.0,9,2.30
2153,9.0,9,2.32
2164,11.0,11,2.33
2174,10.0,10,2.35
2183,9.0,9,2.36
2193,10.0,10,2.38
2204,11.0,11,2.39
2213,9.0,9,2.41
2223,10.0,10,2.42
2233,10.0,10,2.44
2243,10.0,10,2.46
2253,10.0,10,2.49
2262,9.0,9,2.50
2271,9.0,9,2.52
2279,8.0,8,2.53
2289,10.0,10,2.55
2298,9.0,9,2.56
2309,11.0,11,2.58
2317,8.0,8,2.59
2328,11.0,11,2.60
2337,9.0,9,2.62
2346,9.0,9,2.63
2357,11.0,11,2.64
2367,10.0,10,2.65
2376,9.0,9,2.67
2384,8.0,8,2.68
2393,9.0,9,2.69
2404,11.0,11,2.70
2413,9.0,9,2.71
2421,8.0,8,2.73
2430,9.0,9,2.74
2440,10.0,10,2.75
2449,9.0,9,2.76
2458,9.0,9,2.77
2466,8.0,8,2.78
2476,10.0,10,2.80
2485,9.0,9,2.81
2494,9.0,9,2.82
2504,10.0,10,2.83
2514,10.0,10,2.85
2523,9.0,9,2.86
2531,8.0,8,2.87
2541,10.0,10,2.88
2551,10.0,10,2.89
2560,9.0,9,2.91
2570,10.0,10,2.92
2578,8.0,8,2.93
2586,8.0,8,2.94
2594,8.0,8,2.95
2603,9.0,9,2.96
2612,9.0,9,2.97
2622,10.0,10,2.99
2632,10.0,10,3.00
2642,10.0,10,3.02
2652,10.0,10,3.03
2661,9.0,9,3.05
2672,11.0,11,3.07
2682,10.0,10,3.08
2690,8.0,8,3.10
2702,12.0,12,3.12
2714,12.0,12,3.14
2725,11.0,11,3.16
2733,8.0,8,3.17
2743,10.0,10,3.19
2752,9.0,9,3.20
2761,9.0,9,3.21
2771,10.0,10,3.23
2780,9.0,9,3.24
2788,8.0,8,3.25
2797,9.0,9,3.27
2806,9.0,9,3.28
2815,9.0,9,3.29
2824,9.0,9,3.31
2834,10.0,10,3.32
2843,9.0,9,3.33
2853,10.0,10,3.35
2865,12.0,12,3.36
2874,9.0,9,3.37
2882,8.0,8,3.38
2892,10.0,10,3.40
2901,9.0,9,3.41
2910,9.0,9,3.42
2919,9.0,9,3.43
2929,10.0,10,3.45
2938,9.0,9,3.46
2947,9.0,9,3.47
2959,12.0,12,3.49
