timestep,reward,ep_len,wall_time
40,10.0,10,0.30
44,11.0,11,0.30
60,15.0,15,0.31
116,18.0,18,0.34
128,17.0,17,0.35
140,35.0,35,0.36
144,26.0,26,0.36
168,13.0,13,0.38
192,13.0,13,0.39
252,15.0,15,0.43
268,25.0,25,0.44
296,38.0,38,0.46
324,18.0,18,0.47
328,15.0,15,0.48
344,54.0,54,0.49
404,20.0,20,0.52
408,20.0,20,0.52
440,36.0,36,0.54
440,24.0,24,0.54
452,12.0,12,0.55
484,19.0,19,0.57
512,18.0,18,0.59
524,18.0,18,0.59
544,26.0,26,0.61
572,15.0,15,0.62
584,15.0,15,0.63
628,11.0,11,0.65
632,15.0,15,0.66
644,25.0,25,0.67
656,43.0,43,0.67
728,18.0,18,0.72
728,24.0,24,0.72
740,24.0,24,0.72
768,10.0,10,0.74
792,16.0,16,0.75
808,17.0,17,0.76
816,12.0,12,0.77
820,48.0,48,0.77
844,13.0,13,0.79
880,16.0,16,0.81
904,24.0,24,0.82
944,25.0,25,0.85
960,14.0,14,0.86
988,27.0,27,0.88
996,44.0,44,0.88
1000,10.0,10,0.88
1056,17.0,17,0.92
1056,15.0,15,0.92
1088,36.0,36,0.94
1132,33.0,33,0.96
1136,12.0,12,0.97
1156,25.0,25,0.98
1176,30.0,30,0.99
1180,11.0,11,0.99
1204,18.0,18,1.01
1264,15.0,15,1.05
1284,26.0,26,1.06
1288,33.0,33,1.06
1352,44.0,44,1.10
1372,27.0,27,1.11
1376,23.0,23,1.11
1392,26.0,26,1.12
1424,13.0,13,1.14
1424,12.0,12,1.14
1444,13.0,13,1.15
1496,18.0,18,1.18
1516,23.0,23,1.19
1548,26.0,26,1.21
1548,49.0,49,1.21
1576,15.0,15,1.23
1600,13.0,13,1.24
1620,18.0,18,1.26
1644,17.0,17,1.27
1656,14.0,14,1.28
1672,13.0,13,1.29
1696,50.0,50,1.30
1712,10.0,10,1.31
1716,15.0,15,1.31
1760,16.0,16,1.34
1792,19.0,19,1.35
1808,24.0,24,1.36
1816,43.0,43,1.37
1832,18.0,18,1.38
1848,14.0,14,1.39
1852,11.0,11,1.39
1856,10.0,10,1.39
1872,10.0,10,1.40
1888,8.0,8,1.41
1912,16.0,16,1.43
1928,14.0,14,1.44
1960,18.0,18,1.46
1960,12.0,12,1.46
1980,32.0,32,1.47
2012,13.0,13,1.49
2068,14.0,14,1.53
2076,24.0,24,1.53
2084,31.0,31,1.54
2100,43.0,43,1.55
2152,19.0,19,1.58
2160,23.0,23,1.59
2184,21.0,21,1.60
2220,34.0,34,1.62
2232,18.0,18,1.63
2264,28.0,28,1.65
2264,11.0,11,1.65
2268,21.0,21,1.65
2288,14.0,14,1.67
2312,12.0,12,1.68
2384,24.0,24,1.73
2392,20.0,20,1.73
2400,33.0,33,1.74
2424,40.0,40,1.75
2436,13.0,13,1.76
2444,13.0,13,1.76
2452,13.0,13,1.77
2504,17.0,17,1.80
2504,20.0,20,1.80
2532,22.0,22,1.82
2540,9.0,9,1.83
2544,23.0,23,1.83
2572,17.0,17,1.85
2600,17.0,17,1.86
2608,16.0,16,1.87
2616,19.0,19,1.88
2632,15.0,15,1.89
2660,15.0,15,1.90
2664,14.0,14,1.91
2684,17.0,17,1.92
2732,18.0,18,1.95
2748,16.0,16,1.96
2792,32.0,32,1.99
2800,17.0,17,1.99
2820,18.0,18,2.01
2840,52.0,52,2.02
2864,18.0,18,2.03
2872,13.0,13,2.04
2888,22.0,22,2.05
2920,12.0,12,2.07
2928,16.0,16,2.07
2964,19.0,19,2.10
3008,20.0,20,2.12
3048,32.0,32,2.15
3052,22.0,22,2.15
3052,53.0,53,2.15
3064,14.0,14,2.16
3096,12.0,12,2.18
3116,16.0,16,2.19
3132,17.0,17,2.20
3168,13.0,13,2.22
3176,20.0,20,2.23
3224,43.0,43,2.26
3228,24.0,24,2.26
3232,14.0,14,2.26
3256,8.0,8,2.28
3276,11.0,11,2.29
3308,35.0,35,2.31
3344,22.0,22,2.33
3344,17.0,17,2.33
3380,9.0,9,2.36
3388,40.0,40,2.36
3400,14.0,14,2.37
3444,14.0,14,2.40
3456,19.0,19,2.40
3500,48.0,48,2.43
3500,11.0,11,2.43
3520,30.0,30,2.45
3544,11.0,11,2.46
3544,11.0,11,2.46
3552,27.0,27,2.47
3608,22.0,22,2.50
3612,15.0,15,2.50
3616,18.0,18,2.51
3660,29.0,29,2.53
3684,17.0,17,2.55
3712,26.0,26,2.57
3720,27.0,27,2.57
3736,13.0,13,2.58
3760,10.0,10,2.60
3772,28.0,28,2.61
3788,13.0,13,2.62
3792,20.0,20,2.62
3824,16.0,16,2.64
3844,14.0,14,2.65
3880,22.0,22,2.67
3892,30.0,30,2.68
3904,15.0,15,2.69
3928,12.0,12,2.71
3956,33.0,33,2.73
3984,14.0,14,2.75
3992,25.0,25,2.75
4020,16.0,16,2.77
4036,11.0,11,2.78
4040,34.0,34,2.78
4060,19.0,19,2.79
4072,8.0,8,2.80
4084,12.0,12,2.81
4112,13.0,13,2.82
4116,11.0,11,2.83
4128,27.0,27,2.83
4156,11.0,11,2.85
4176,12.0,12,2.86
4208,31.0,31,2.88
4216,25.0,25,2.89
4256,20.0,20,2.91
4300,21.0,21,2.94
4308,38.0,38,2.95
4316,15.0,15,2.95
4348,12.0,12,2.97
4368,15.0,15,2.98
4384,17.0,17,2.99
4400,48.0,48,3.00
4412,11.0,11,3.01
4428,20.0,20,3.02
4440,14.0,14,3.02
4496,21.0,21,3.06
4504,16.0,16,3.06
4536,10.0,10,3.08
4544,29.0,29,3.09
4576,44.0,44,3.11
4592,14.0,14,3.12
4604,15.0,15,3.12
4632,14.0,14,3.14
4664,15.0,15,3.16
4676,21.0,21,3.16
4760,21.0,21,3.21
4768,26.0,26,3.22
4772,67.0,67,3.22
4792,40.0,40,3.23
4840,18.0,18,3.26
4888,29.0,29,3.29
4896,26.0,26,3.29
4916,39.0,39,3.31
4948,13.0,13,3.33
4956,17.0,17,3.33
4984,17.0,17,3.35
5012,43.0,43,3.37
5012,16.0,16,3.37
5064,27.0,27,3.40
5072,15.0,15,3.41
5084,18.0,18,3.41
5124,35.0,35,3.44
5128,11.0,11,3.44
5148,21.0,21,3.46
5164,10.0,10,3.47
5184,28.0,28,3.48
5204,19.0,19,3.49
5212,16.0,16,3.50
5240,19.0,19,3.52
5284,18.0,18,3.55
5308,26.0,26,3.56
5312,32.0,32,3.56
5320,20.0,20,3.57
5324,10.0,10,3.57
5368,14.0,14,3.60
5404,20.0,20,3.62
