timestep,reward,ep_len,wall_time
29,29.0,29,0.00
39,10.0,10,0.00
50,11.0,11,0.00
86,36.0,36,0.00
99,13.0,13,0.01
115,16.0,16,0.01
132,17.0,17,0.01
151,19.0,19,0.01
188,37.0,37,0.01
215,27.0,27,0.01
230,15.0,15,0.01
243,13.0,13,0.01
266,23.0,23,0.01
276,10.0,10,0.01
305,29.0,29,0.01
323,18.0,18,0.01
334,11.0,11,0.01
345,11.0,11,0.02
391,46.0,46,0.02
402,11.0,11,0.02
434,32.0,32,0.02
481,47.0,47,0.02
497,16.0,16,0.02
523,26.0,26,0.02
557,34.0,34,0.02
573,16.0,16,0.02
592,19.0,19,0.02
614,22.0,22,0.02
638,24.0,24,0.03
653,15.0,15,0.03
664,11.0,11,0.03
681,17.0,17,0.03
694,13.0,13,0.03
724,30.0,30,0.03
740,16.0,16,0.03
806,66.0,66,0.03
837,31.0,31,0.03
855,18.0,18,0.03
880,25.0,25,0.03
899,19.0,19,0.04
909,10.0,10,0.04
936,27.0,27,0.04
948,12.0,12,0.04
960,12.0,12,0.04
974,14.0,14,0.04
991,17.0,17,0.04
1004,13.0,13,0.04
1019,15.0,15,0.07
1031,12.0,12,0.08
1043,12.0,12,0.09
1062,19.0,19,0.11
1072,10.0,10,0.12
1081,9.0,9,0.14
1109,28.0,28,0.16
1129,20.0,20,0.18
1142,13.0,13,0.20
1152,10.0,10,0.21
1161,9.0,9,0.22
1172,11.0,11,0.23
1182,10.0,10,0.25
1191,9.0,9,0.26
1200,9.0,9,0.27
1210,10.0,10,0.28
1220,10.0,10,0.29
1230,10.0,10,0.31
1239,9.0,9,0.32
1248,9.0,9,0.32
1258,10.0,10,0.36
1267,9.0,9,0.38
1276,9.0,9,0.39
1290,14.0,14,0.41
1300,10.0,10,0.43
1312,12.0,12,0.44
1322,10.0,10,0.45
1334,12.0,12,0.47
1344,10.0,10,0.48
1359,15.0,15,0.50
1373,14.0,14,0.52
1384,11.0,11,0.53
1395,11.0,11,0.54
1405,10.0,10,0.56
1415,10.0,10,0.57
1426,11.0,11,0.58
1435,9.0,9,0.60
1447,12.0,12,0.64
1459,12.0,12,0.65
1474,15.0,15,0.68
1484,10.0,10,0.69
1495,11.0,11,0.71
1506,11.0,11,0.72
1519,13.0,13,0.74
1532,13.0,13,0.76
1541,9.0,9,0.78
1553,12.0,12,0.80
1563,10.0,10,0.81
1576,13.0,13,0.83
1585,9.0,9,0.84
1594,9.0,9,0.86
1603,9.0,9,0.87
1613,10.0,10,0.88
1628,15.0,15,0.90
1637,9.0,9,0.91
1649,12.0,12,0.93
1657,8.0,8,0.94
1667,10.0,10,0.96
1677,10.0,10,1.00
1688,11.0,11,1.02
1697,9.0,9,1.03
1707,10.0,10,1.05
1717,10.0,10,1.07
1726,9.0,9,1.08
1735,9.0,9,1.09
1746,11.0,11,1.11
1755,9.0,9,1.12
1763,8.0,8,1.13
1772,9.0,9,1.14
1786,14.0,14,1.16
1796,10.0,10,1.18
1808,12.0,12,1.19
1818,10.0,10,1.21
1827,9.0,9,1.22
1835,8.0,8,1.23
1844,9.0,9,1.24
1854,10.0,10,1.25
1866,12.0,12,1.27
1875,9.0,9,1.28
1885,10.0,10,1.30
1894,9.0,9,1.33
1904,10.0,10,1.35
1913,9.0,9,1.37
1921,8.0,8,1.38
1931,10.0,10,1.40
1941,10.0,10,1.41
1950,9.0,9,1.42
1958,8.0,8,1.44
1968,10.0,10,1.45
1978,10.0,10,1.47
1988,10.0,10,1.48
1998,10.0,10,1.49
2006,8.0,8,1.51
2015,9.0,9,1.54
2024,9.0,9,1.56
2033,9.0,9,1.58
2043,10.0,10,1.59
2053,10.0,10,1.61
2063,10.0,10,1.63
2073,10.0,10,1.64
