timestep,reward,ep_len,wall_time
52,13.0,13,0.04
92,23.0,23,0.07
104,26.0,26,0.07
140,9.0,9,0.10
152,15.0,15,0.10
168,42.0,42,0.11
176,31.0,31,0.12
212,15.0,15,0.14
220,13.0,13,0.15
220,11.0,11,0.15
280,15.0,15,0.19
312,23.0,23,0.21
328,12.0,12,0.22
336,49.0,49,0.22
380,42.0,42,0.25
420,27.0,27,0.27
452,18.0,18,0.29
452,31.0,31,0.29
468,33.0,33,0.30
496,11.0,11,0.32
508,14.0,14,0.33
516,24.0,24,0.34
548,13.0,13,0.36
556,10.0,10,0.36
568,25.0,25,0.37
588,10.0,10,0.38
596,22.0,22,0.39
640,21.0,21,0.42
648,13.0,13,0.42
660,18.0,18,0.43
664,24.0,24,0.43
696,14.0,14,0.45
752,14.0,14,0.49
768,30.0,30,0.50
804,35.0,35,0.52
820,13.0,13,0.53
840,45.0,45,0.55
840,22.0,22,0.55
876,18.0,18,0.57
908,22.0,22,0.59
912,18.0,18,0.59
924,12.0,12,0.60
972,15.0,15,0.63
1000,23.0,23,0.65
1008,9.0,9,0.65
1020,45.0,45,0.66
1044,11.0,11,0.68
1068,36.0,36,0.69
1072,13.0,13,0.69
1084,19.0,19,0.70
1148,26.0,26,0.74
1184,29.0,29,0.76
1196,31.0,31,0.77
1196,28.0,28,0.77
1248,13.0,13,0.80
1248,16.0,16,0.80
1256,27.0,27,0.81
1260,16.0,16,0.81
1312,16.0,16,0.84
1324,17.0,17,0.85
1384,18.0,18,0.89
1404,39.0,39,0.90
1408,37.0,37,0.90
1420,24.0,24,0.91
1460,19.0,19,0.93
1472,17.0,17,0.94
1480,15.0,15,0.95
1504,11.0,11,0.96
1532,13.0,13,0.98
1552,36.0,36,0.99
1556,21.0,21,1.00
1616,16.0,16,1.03
1640,27.0,27,1.05
1644,22.0,22,1.05
1660,39.0,39,1.06
1700,21.0,21,1.09
1704,16.0,16,1.09
1732,22.0,22,1.11
1748,22.0,22,1.12
1760,15.0,15,1.12
1772,17.0,17,1.13
1788,14.0,14,1.14
1808,15.0,15,1.16
1844,14.0,14,1.18
1856,12.0,12,1.19
1868,24.0,24,1.19
1868,27.0,27,1.19
1932,22.0,22,1.23
1932,16.0,16,1.23
1936,20.0,20,1.24
1948,20.0,20,1.24
1976,11.0,11,1.26
1988,14.0,14,1.27
2052,16.0,16,1.30
2056,30.0,30,1.31
2064,29.0,29,1.31
2080,26.0,26,1.32
2108,14.0,14,1.34
2120,16.0,16,1.35
2192,28.0,28,1.39
2200,23.0,23,1.40
2208,22.0,22,1.40
2228,9.0,9,1.42
2248,12.0,12,1.43
2264,14.0,14,1.44
2276,12.0,12,1.45
2328,16.0,16,1.48
2352,72.0,72,1.50
2368,23.0,23,1.51
2408,10.0,10,1.53
2420,17.0,17,1.54
2424,44.0,44,1.54
2424,24.0,24,1.54
2484,19.0,19,1.58
2488,17.0,17,1.58
2500,19.0,19,1.59
2504,20.0,20,1.59
2540,10.0,10,1.61
2548,16.0,16,1.62
2560,18.0,18,1.63
2584,11.0,11,1.64
2600,24.0,24,1.65
2656,24.0,24,1.69
2668,30.0,30,1.69
2684,25.0,25,1.70
2724,14.0,14,1.73
2728,18.0,18,1.73
2764,20.0,20,1.75
2768,42.0,42,1.75
2788,16.0,16,1.76
2808,20.0,20,1.78
2820,13.0,13,1.78
2872,27.0,27,1.81
2880,15.0,15,1.82
2904,29.0,29,1.83
2948,11.0,11,1.86
2964,39.0,39,1.87
2968,24.0,24,1.88
3024,36.0,36,1.91
3028,15.0,15,1.91
3040,23.0,23,1.92
3080,14.0,14,1.95
3080,13.0,13,1.95
3176,53.0,53,2.00
3188,27.0,27,2.01
3196,39.0,39,2.02
3200,30.0,30,2.02
3224,12.0,12,2.03
3244,14.0,14,2.05
3268,17.0,17,2.06
3296,18.0,18,2.08
3308,16.0,16,2.09
3316,12.0,12,2.09
3320,31.0,31,2.09
3348,13.0,13,2.11
3368,12.0,12,2.12
3368,13.0,13,2.12
3396,12.0,12,2.14
3416,12.0,12,2.15
3448,35.0,35,2.17
3472,14.0,14,2.19
3472,19.0,19,2.19
3516,11.0,11,2.22
3536,16.0,16,2.23
3568,30.0,30,2.25
3568,13.0,13,2.25
3588,55.0,55,2.26
3620,21.0,21,2.28
3652,21.0,21,2.30
3708,22.0,22,2.34
3740,38.0,38,2.36
3768,29.0,29,2.37
3780,18.0,18,2.38
3800,15.0,15,2.39
3828,15.0,15,2.41
3828,12.0,12,2.41
3868,10.0,10,2.44
3872,11.0,11,2.44
3888,22.0,22,2.45
3892,81.0,81,2.46
3936,12.0,12,2.49
3948,19.0,19,2.49
