timestep,reward,ep_len,wall_time
48,12.0,12,0.03
60,15.0,15,0.03
72,18.0,18,0.03
100,25.0,25,0.03
120,18.0,18,0.03
136,9.0,9,0.03
140,17.0,17,0.03
140,20.0,20,0.03
220,20.0,20,0.04
220,25.0,25,0.04
228,23.0,23,0.04
268,12.0,12,0.04
272,11.0,11,0.04
288,37.0,37,0.04
308,10.0,10,0.04
312,23.0,23,0.04
316,11.0,11,0.04
352,11.0,11,0.04
400,28.0,28,0.04
432,29.0,29,0.04
440,22.0,22,0.04
456,36.0,36,0.05
476,19.0,19,0.05
508,19.0,19,0.05
544,26.0,26,0.05
560,26.0,26,0.05
600,14.0,14,0.05
604,24.0,24,0.05
616,14.0,14,0.05
640,41.0,41,0.05
660,11.0,11,0.05
692,22.0,22,0.05
700,15.0,15,0.05
748,14.0,14,0.06
764,26.0,26,0.06
776,19.0,19,0.06
808,52.0,52,0.06
820,14.0,14,0.06
824,12.0,12,0.06
848,25.0,25,0.06
880,14.0,14,0.06
904,14.0,14,0.06
912,23.0,23,0.06
928,30.0,30,0.06
944,16.0,16,0.06
956,11.0,11,0.06
976,12.0,12,0.07
984,20.0,20,0.07
992,12.0,12,0.07
1024,12.0,12,0.07
1024,17.0,17,0.07
1072,12.0,12,0.07
1072,20.0,20,0.07
1076,23.0,23,0.07
1104,20.0,20,0.07
1112,10.0,10,0.07
1136,15.0,15,0.07
1144,10.0,10,0.07
1164,23.0,23,0.07
1184,10.0,10,0.07
1248,21.0,21,0.08
1280,36.0,36,0.08
1300,47.0,47,0.08
1308,31.0,31,0.08
1336,9.0,9,0.08
1372,31.0,31,0.08
1400,16.0,16,0.08
1416,11.0,11,0.08
1448,12.0,12,0.08
1488,45.0,45,0.09
1512,58.0,58,0.09
1544,24.0,24,0.09
1544,14.0,14,0.09
1544,32.0,32,0.09
1592,20.0,20,0.09
1600,14.0,14,0.09
1616,18.0,18,0.09
1632,10.0,10,0.09
1664,30.0,30,0.09
1716,29.0,29,0.10
1732,25.0,25,0.10
1740,31.0,31,0.10
1744,20.0,20,0.10
1792,19.0,19,0.10
1796,16.0,16,0.10
1828,22.0,22,0.10
1868,31.0,31,0.10
1872,20.0,20,0.10
