timestep,reward,ep_len,wall_time
66,-189.959718,66,0.01
165,-82.307781,99,0.02
264,-386.915704,99,0.02
342,-103.932899,78,0.03
424,-76.757334,82,0.04
533,-240.496519,109,0.05
611,-99.493581,78,0.06
726,-255.248202,115,0.07
843,-41.292999,117,0.08
940,-325.034562,97,0.09
1075,-218.137168,135,0.41
1159,-258.820798,84,0.49
1279,16.083859,120,0.62
1353,-184.263479,74,0.69
1459,-38.693141,106,0.80
1615,-294.793736,156,0.97
1746,21.928276,131,1.13
1828,-377.081496,82,1.21
1926,-507.333021,98,1.40
2036,-452.007118,110,1.58
2133,-445.231089,97,1.74
2221,-457.483461,88,1.92
2330,-296.664479,109,2.12
2484,-437.507426,154,2.37
2663,-272.623302,179,2.69
2758,-127.626866,95,2.83
2901,-436.765877,143,3.11
3006,-608.587566,105,3.28
3127,-399.706315,121,3.48
3219,-413.769768,92,3.65
3542,226.683334,323,4.27
3628,-510.332305,86,4.44
3728,-68.868648,100,4.63
3799,-56.258743,71,4.74
3877,-94.831295,78,4.88
3964,-18.263826,87,5.04
4066,-39.76284,102,5.22
4209,11.441534,143,5.48
4312,-122.374074,103,5.65
4396,-494.205568,84,5.78
4498,-63.508114,102,5.97
4598,-45.181801,100,6.15
4929,222.348489,331,6.97
5110,-7.235657,181,7.39
5322,-179.065104,212,7.78
6322,-82.227442,1000,10.35
6818,-124.3544,496,11.49
7818,27.232316,1000,14.00
8601,-94.759971,783,16.08
9520,-264.123218,919,18.36
9912,-226.435804,392,19.16
10380,-273.411158,468,20.16
11247,-225.834733,867,22.78
11373,-97.855613,126,23.00
11582,-59.947374,209,23.38
11967,175.675583,385,24.19
12230,-197.163471,263,24.62
12580,-40.926358,350,25.16
13580,-155.889238,1000,27.30
13909,-83.418817,329,27.81
14555,252.687648,646,29.11
14742,44.819771,187,29.39
15200,-176.624331,458,30.15
15478,-69.688678,278,30.57
15880,-144.789391,402,31.27
16121,-293.493208,241,31.60
16272,-238.544753,151,31.80
16793,-269.016007,521,32.66
16969,-372.297517,176,32.89
17121,-233.814129,152,33.10
17370,-136.501423,249,33.48
17580,-218.052602,210,33.77
17756,-379.87587,176,34.01
17925,-386.202157,169,34.24
18101,-364.1542,176,34.47
18257,-363.847121,156,34.68
18429,-417.236093,172,34.91
18543,-204.73022,114,35.06
18744,-202.26688,201,35.36
18930,-79.668463,186,35.62
19208,-505.225785,278,36.03
19300,-840.465989,92,36.15
19567,-91.62401,267,36.55
19734,-494.624721,167,36.78
19963,-100.628235,229,37.11
20866,-437.198149,903,39.44
21122,-24.5794,256,39.81
21404,-398.426477,282,40.24
21689,-229.018808,285,40.69
21869,-213.676872,180,40.94
22125,-338.296524,256,41.35
22420,-43.930403,295,41.77
22577,-214.655499,157,41.98
22769,-129.499877,192,42.26
22972,12.011411,203,42.53
23207,-271.406412,235,42.86
23461,-284.198249,254,43.24
23655,-107.161821,194,43.54
23889,-196.299016,234,43.88
24152,-63.785268,263,44.25
24497,-186.180933,345,44.78
24838,-147.44384,341,45.34
25201,-231.531941,363,45.90
25504,-67.920001,303,46.36
25900,229.102621,396,47.01
26220,-195.034813,320,47.51
26623,223.61021,403,48.15
27252,-106.443224,629,49.34
27596,-6.826887,344,49.89
27996,204.307017,400,50.58
28242,-11.688601,246,50.93
28479,-71.11179,237,51.27
28746,-31.526572,267,51.66
28960,-1.424901,214,51.95
29478,-113.933352,518,52.88
29666,-53.093108,188,53.14
