timestep,reward,ep_len,wall_time
148,-319.059752,148,0.04
249,-221.000301,101,0.05
365,-282.314441,116,0.07
458,-50.889258,93,0.09
579,-226.210163,121,0.11
662,-127.463627,83,0.13
760,-331.295734,98,0.14
878,-201.938197,118,0.16
974,-112.213705,96,0.18
1103,-94.822978,129,1.61
1233,-87.249339,130,3.36
1368,-39.2537,135,5.11
1476,-209.238533,108,6.55
1637,-335.336316,161,8.76
1812,-181.343187,175,11.00
1975,-287.198434,163,13.13
2116,-181.642299,141,15.00
2289,-457.802138,173,17.23
2669,-46.814473,380,22.37
2868,-364.683894,199,24.98
3020,-365.680447,152,26.95
3641,-93.399247,621,35.58
3810,7.092275,169,37.78
4506,-237.598068,696,47.48
5416,-259.53505,910,60.78
5841,-143.982394,425,66.45
6514,-19.027689,673,75.73
6823,-22.913666,309,79.85
7760,-152.52768,937,92.97
8405,156.831677,645,102.05
8921,-69.792113,516,109.32
9921,113.879396,1000,123.77
10568,-97.433094,647,133.07
10944,-322.468446,376,138.16
11570,153.969681,626,147.18
11898,-291.165404,328,151.57
12898,34.384809,1000,166.65
13173,-10.627797,275,170.50
13773,-64.765408,600,178.97
14059,-13.322952,286,182.73
14483,-36.408158,424,188.47
14629,-34.746109,146,190.39
14914,10.391368,285,194.19
15258,-31.868885,344,198.81
15663,-26.708775,405,204.25
16021,10.551602,358,209.07
17021,48.635572,1000,223.89
17305,-4.100643,284,227.66
17374,-178.793566,69,228.52
18374,127.51912,1000,243.40
18554,-212.230536,180,245.81
19092,199.49189,538,253.27
19170,-22.05237,78,254.30
19385,-16.921527,215,257.24
19450,-149.772811,65,258.07
19509,-124.585857,59,258.83
20133,-295.016158,624,267.67
20494,233.091162,361,272.51
20656,-24.15422,162,274.62
20927,-13.897052,271,278.19
21054,-139.164506,127,279.85
21220,-51.710321,166,282.04
22069,-59.980047,849,294.19
22245,-45.697208,176,296.55
22384,-170.78716,139,298.49
22639,-11.351613,255,301.85
23639,169.587239,1000,315.42
23866,-64.637441,227,318.44
24262,-155.26548,396,323.69
24634,274.665145,372,328.63
24781,-240.563025,147,330.55
24954,-212.088784,173,332.77
25137,-40.21627,183,335.21
25393,-62.393917,256,338.54
25571,-194.715524,178,340.89
25954,281.217551,383,346.02
26954,146.868195,1000,359.27
27165,3.16028,211,362.23
27750,219.607997,585,370.35
28301,78.021463,551,377.84
29301,104.356073,1000,392.06
