timestep,reward,ep_len,wall_time
256,-163.235681,64,0.41
376,-113.633066,94,0.51
392,-167.54174,98,0.53
448,-295.338165,112,0.58
532,-119.051906,69,0.64
676,-138.981604,71,0.78
676,-212.831595,75,0.78
816,-110.24662,71,0.89
828,-74.262097,95,0.89
980,-294.112079,76,1.00
1052,-196.150319,56,1.06
1088,-144.591156,103,1.08
1252,-72.239533,68,1.20
1340,24.724033,131,1.27
1476,-104.377829,106,1.37
1480,-317.531944,98,1.37
1536,-104.437589,71,1.42
1596,-70.584002,64,1.46
1800,-128.03455,81,1.62
1832,-98.791002,74,1.64
1840,-115.259169,90,1.65
1860,-71.249063,66,1.66
2104,-72.548023,76,1.87
2200,-116.69648,85,1.94
2288,-101.581466,114,2.01
2348,-141.944267,61,2.05
2424,-107.796044,146,2.11
2592,-348.109164,98,2.24
2704,-137.968389,70,2.32
2716,-403.82427,92,2.33
2716,-473.101859,107,2.33
2916,-187.691315,81,2.48
2972,-40.440781,67,2.52
3112,-269.875881,99,2.63
3124,-86.937724,102,2.64
3192,-77.141699,69,2.69
3256,-66.38177,71,2.75
3392,-99.135558,70,2.90
3472,-83.034546,87,2.97
3524,-163.270303,67,3.01
3596,-275.082538,101,3.09
3688,-99.490626,74,3.18
3824,-132.17652,75,3.32
3864,-80.526281,98,3.35
3956,-288.068017,90,3.44
4160,-290.344294,118,3.59
4176,-101.509953,88,3.61
4216,-160.508186,88,3.63
4452,-139.260212,69,3.89
4468,-230.587422,128,3.90
4520,-158.608934,90,3.96
4620,-337.577288,101,4.04
4860,-437.914947,85,4.30
4932,-95.194049,120,4.36
4944,-85.462183,119,4.37
5044,-160.703937,106,4.46
5304,-127.741352,90,4.67
5312,-128.332576,113,4.67
5344,-35.56365,103,4.70
5460,-457.602136,104,4.78
5664,-106.78669,88,4.94
5664,-181.82155,80,4.94
5724,-218.453714,105,4.98
5748,-135.994731,72,5.00
5952,-113.976181,72,5.17
6012,-111.851613,72,5.23
6068,-123.663136,101,5.28
6100,-91.449692,88,5.31
6288,-93.683413,69,5.45
6336,-112.432904,67,5.48
6484,-378.421071,133,5.59
6544,-66.189928,64,5.64
6580,-89.33277,61,5.66
6640,-107.015345,135,5.71
6832,-80.862405,72,5.85
6980,-129.032538,100,5.96
7012,-365.063878,93,5.98
7044,-185.076938,140,6.00
7308,-237.394312,74,6.21
7316,-114.601273,84,6.22
7396,-188.329309,141,6.30
7516,-460.428485,118,6.39
7564,-99.562825,64,6.42
7640,-109.916965,81,6.48
7812,-91.586603,62,6.61
7828,-140.205997,108,6.62
7868,-294.674166,88,6.65
7952,-110.906003,78,6.71
8108,-176.194354,60,6.83
8196,-300.840968,96,15.45
8240,-268.076851,103,15.48
8304,-324.713831,88,15.53
8400,-144.237054,73,15.60
8640,-129.163095,84,15.79
8676,-108.515929,69,15.82
8716,-209.028115,119,15.85
8752,-109.118524,139,15.87
8996,-77.68943,80,16.05
9048,-307.598291,102,16.10
9060,-82.868443,77,16.11
9208,-78.574718,123,16.22
9304,-115.096975,77,16.28
9400,-103.725419,85,16.36
9592,-295.816585,136,16.53
9620,4.742722,103,16.56
9692,-105.322863,97,16.61
9780,-172.285229,95,16.68
9932,-37.906422,60,16.79
9940,-128.079841,80,16.80
10096,-243.049749,126,16.92
10228,-212.821025,112,17.02
10332,-76.799967,100,17.10
10388,-144.533566,112,17.14
10408,-38.981152,78,17.16
10720,-115.131911,78,17.42
10732,-361.304665,126,17.43
10832,-285.494655,111,17.51
10844,-167.851299,128,17.52
11016,-90.564772,74,17.65
11172,-143.715524,110,17.77
11288,-189.819477,114,17.86
11308,-51.407593,116,17.87
11572,-265.307145,139,18.07
11636,-63.427719,116,18.12
11720,-284.919086,108,18.18
11748,-182.330331,110,18.21
11864,-92.05365,73,18.32
12124,-115.272551,122,18.53
12136,-228.42694,104,18.54
12152,-144.754785,101,18.55
12176,-102.955059,78,18.57
12388,-34.205146,66,18.73
12452,-73.627579,69,18.78
12500,-219.743362,87,18.81
12564,-136.108954,107,18.86
12772,-110.516823,96,19.06
12852,-168.339089,100,19.15
12912,-173.195401,103,19.21
12980,-124.011053,104,19.29
13160,-85.939964,77,19.52
13260,-122.339037,70,19.62
13308,-250.198325,134,19.67
