timestep,reward,ep_len,wall_time
184,-299.16886,184,0.04
279,-300.20817,95,0.06
406,-372.856286,127,0.08
505,-276.988786,99,0.10
601,-57.076244,96,0.12
700,-130.818852,99,0.14
786,9.142572,86,0.15
900,-138.23234,114,0.17
1010,-54.27872,110,0.33
1103,-323.011304,93,1.63
1204,-292.35922,101,3.17
1415,-178.258897,211,6.06
1482,-64.581908,67,7.00
1573,30.906629,91,8.27
1658,-114.414106,85,9.55
1809,-216.849981,151,11.81
1995,-91.514395,186,14.49
2213,-313.589243,218,17.43
2480,-232.143996,267,21.05
2722,-399.638031,242,24.31
2966,-451.414784,244,27.70
3151,-194.604921,185,30.29
3336,-164.378447,185,32.72
4245,-372.391258,909,47.24
4647,-127.624929,402,52.90
5647,-37.566327,1000,68.89
6647,-39.256143,1000,83.98
7424,-269.429284,777,95.22
7804,-46.621241,380,100.44
8491,-372.43127,687,110.70
9491,5.44067,1000,125.29
10491,-96.522563,1000,139.99
11491,-10.358135,1000,155.31
11734,-529.736564,243,158.59
12668,-511.795471,934,172.47
13668,-22.338057,1000,187.57
13909,-80.19772,241,190.85
14107,-233.705208,198,193.56
15107,-1.395953,1000,208.79
15724,-224.629625,617,217.71
16724,-62.730101,1000,233.14
17724,-30.118665,1000,248.98
18649,-287.58837,925,262.11
19343,-214.3606,694,272.30
20343,-90.605221,1000,287.91
21343,57.500868,1000,302.69
22343,-12.658526,1000,317.81
23343,-11.075115,1000,332.52
24343,35.591548,1000,347.34
25343,-4.789823,1000,361.98
26343,-53.925375,1000,377.46
27343,-14.890328,1000,392.06
28343,-37.519853,1000,407.41
28943,-257.921538,600,415.84
29052,-64.700206,109,417.25
29155,-129.445307,103,418.58
