timestep,reward,ep_len,wall_time
106,-210.750744,106,0.01
226,-166.396816,120,0.02
348,-97.310771,122,0.04
437,-183.274316,89,0.04
524,-120.326118,87,0.05
602,-317.726808,78,0.06
736,-105.509246,134,0.07
810,-251.722434,74,0.08
890,-203.20707,80,0.09
963,-114.562088,73,0.09
1063,-234.48806,100,0.16
1161,-588.371965,98,0.30
1229,-177.274287,68,0.39
1309,-488.908109,80,0.49
1415,-467.210008,106,0.65
1496,-458.039116,81,0.74
1580,-564.956157,84,0.89
1714,-519.812138,134,1.09
1807,-223.392351,93,1.20
1935,-185.410175,128,1.41
2119,-194.196877,184,1.71
2253,-706.308856,134,1.91
2354,-469.528428,101,2.04
2433,-322.86779,79,2.17
2496,-325.285047,63,2.27
2564,-547.548376,68,2.36
2629,-518.787457,65,2.46
2703,-617.877778,74,2.58
2785,-790.689511,82,2.72
2838,-325.588855,53,2.80
2905,-575.789804,67,2.89
2958,-343.35723,53,2.96
3047,-192.456181,89,3.12
3123,-183.332374,76,3.25
3175,-322.826151,52,3.32
3269,-180.775906,94,3.46
3323,-122.350159,54,3.56
3409,-98.031762,86,3.71
3467,-120.455228,58,3.79
3535,-141.093486,68,3.88
3604,-105.078727,69,3.98
3660,-97.481594,56,4.09
3744,-187.377472,84,4.22
3825,-103.122855,81,4.34
3900,-162.789676,75,4.45
3977,-147.418111,77,4.58
4037,-92.580186,60,4.68
4130,-252.4027,93,4.85
4196,-164.007549,66,4.94
4277,-127.564583,81,5.09
4352,-194.507838,75,5.19
4407,-133.49781,55,5.31
4490,-203.155963,83,5.43
4574,-146.822052,84,5.60
4644,-157.606273,70,5.73
4733,-176.002831,89,5.85
4816,-118.247904,83,6.01
4889,-143.56245,73,6.14
4960,-121.615431,71,6.25
5015,-114.57851,55,6.33
5087,-153.11665,72,6.47
5170,-109.187722,83,6.62
5259,-139.955766,89,6.75
5323,-118.514317,64,6.86
5405,-133.81569,82,6.99
5495,-134.916712,90,7.16
5557,-120.269527,62,7.25
5628,-145.328988,71,7.39
5712,-192.436586,84,7.56
5793,-171.880263,81,7.67
5872,-148.707488,79,7.83
5927,-112.275887,55,7.93
6004,-159.281972,77,8.05
6060,-115.851108,56,8.13
6123,-123.133628,63,8.26
6208,-145.782266,85,8.41
6264,-110.806494,56,8.50
6317,-98.228096,53,8.57
6389,-1.999279,72,8.71
6446,-131.011922,57,8.82
6503,-128.179716,57,8.91
6582,-124.406291,79,9.03
6666,-157.987572,84,9.18
6738,-156.239574,72,9.32
6795,-99.957061,57,9.40
6866,-115.548738,71,9.53
6920,-90.1017,54,9.61
7002,-166.381649,82,9.77
7090,-112.894096,88,9.89
7152,-173.510907,62,10.02
7223,-143.329993,71,10.15
7307,-132.912232,84,10.28
7388,-134.148124,81,10.42
7443,-105.596551,55,10.51
7533,-155.601906,90,10.67
7591,-119.450501,58,10.75
7674,-124.135993,83,10.90
7726,-115.031789,52,10.98
7800,-177.411106,74,11.12
7852,-111.703154,52,11.19
7920,-133.360531,68,11.32
7984,-158.679634,64,11.42
8044,-127.417325,60,11.55
8113,-115.787793,69,11.64
8165,-80.910456,52,11.75
8226,-135.775278,61,11.85
8284,-117.755909,58,11.96
8352,-129.123683,68,12.06
8416,-170.373553,64,12.15
8500,-103.332356,84,12.31
8575,-150.705338,75,12.42
8648,-144.579702,73,12.54
8709,-144.079631,61,12.64
8793,-118.544501,84,12.76
8881,-200.505018,88,12.92
8955,-130.014833,74,13.03
9006,-93.776584,51,13.14
9076,-169.934891,70,13.26
9128,-80.965432,52,13.35
9184,-99.366621,56,13.42
9253,-192.796559,69,13.57
9321,-148.27288,68,13.66
9396,-164.877639,75,13.80
9453,-124.800188,57,13.88
9517,-198.618075,64,14.02
9585,-158.702587,68,14.14
9639,-114.655935,54,14.22
9702,-155.542017,63,14.31
9776,-163.222138,74,14.46
9868,-252.376646,92,14.63
9932,-168.456655,64,14.72
10010,-172.751474,78,14.86
10071,-157.547689,61,14.96
10155,-175.323535,84,15.12
10211,-164.6491,56,15.20
10276,-147.480809,65,15.31
10344,-133.047049,68,15.43
10415,-147.156239,71,15.57
10492,-154.234156,77,15.68
10545,-105.537052,53,15.81
10632,-217.152222,87,15.97
10684,-93.744385,52,16.06
10748,-184.389016,64,16.15
10808,-139.85744,60,16.29
10877,-137.277492,69,16.39
10937,-179.309697,60,16.48
10997,-141.022192,60,16.58
11070,-113.085882,73,16.69
11140,-219.045399,70,16.81
11193,-141.515403,53,16.92
11253,-113.314725,60,17.00
11308,-148.083853,55,17.08
11393,-178.799481,85,17.24
11453,-128.100329,60,17.35
11505,-101.76538,52,17.44
11609,13.627701,104,17.63
11689,-127.106141,80,17.75
11764,-129.490161,75,17.89
11818,-164.233412,54,17.97
11893,-149.425249,75,18.11
11955,-131.128078,62,18.22
12955,-37.228556,1000,20.84
13955,-151.498854,1000,23.42
14955,-124.974853,1000,26.15
15955,-106.96141,1000,29.16
16955,-115.855004,1000,31.93
17955,-113.116003,1000,34.47
18955,-129.552782,1000,37.46
19955,-150.539069,1000,40.28
20955,-93.182726,1000,43.23
21955,-85.845224,1000,45.85
22955,-168.286296,1000,48.58
23955,-111.190315,1000,51.03
24955,-95.670543,1000,53.42
25955,-115.136381,1000,57.14
26955,-120.08852,1000,60.34
27955,-70.580465,1000,62.74
28955,-93.869583,1000,65.49
29955,-104.84577,1000,67.97
