timestep,reward,ep_len,wall_time
256,-163.235681,64,0.23
376,-113.633066,94,0.31
392,-167.54174,98,0.32
448,-295.338165,112,0.36
532,-119.051906,69,0.42
676,-138.981604,71,0.52
676,-212.831595,75,0.52
816,-110.24662,71,0.62
828,-74.262097,95,0.63
980,-294.112079,76,0.73
1052,-196.150319,56,0.78
1088,-144.591156,103,0.81
1252,-72.239533,68,0.92
1340,24.724033,131,0.99
1476,-104.377829,106,1.08
1480,-317.531944,98,1.09
1536,-104.437589,71,1.12
1596,-70.584002,64,1.16
1800,-128.03455,81,1.30
1832,-98.791002,74,1.33
1840,-115.259169,90,1.33
1860,-71.249063,66,1.35
2104,-72.548023,76,1.51
2200,-116.69648,85,1.58
2288,-101.581466,114,1.64
2348,-141.944267,61,1.68
2424,-107.796044,146,1.74
2592,-348.109164,98,1.86
2704,-137.968389,70,1.93
2716,-403.82427,92,1.94
2716,-473.101859,107,1.94
2916,-187.691315,81,2.08
2972,-40.440781,67,2.12
3112,-269.875881,99,2.22
3124,-86.937724,102,2.23
3192,-77.141699,69,2.28
3256,-66.38177,71,2.33
3392,-99.135558,70,2.42
3472,-83.034546,87,2.48
3524,-163.270303,67,2.52
3596,-275.082538,101,2.57
3688,-99.490626,74,2.63
3824,-132.17652,75,2.73
3864,-80.526281,98,2.76
3956,-288.068017,90,2.82
4160,-290.344294,118,2.97
4176,-101.509953,88,2.98
4216,-160.508186,88,3.01
4452,-139.260212,69,3.18
4468,-230.587422,128,3.19
4520,-158.608934,90,3.23
4620,-337.577288,101,3.30
4860,-437.914947,85,3.46
4932,-95.194049,120,3.51
4944,-85.462183,119,3.52
5044,-160.703937,106,3.60
5304,-127.741352,90,3.78
5312,-128.332576,113,3.79
5344,-35.56365,103,3.82
5460,-457.602136,104,3.91
5664,-106.78669,88,4.10
5664,-181.82155,80,4.10
5724,-218.453714,105,4.14
5748,-135.994731,72,4.16
5952,-113.976181,72,4.30
6012,-111.851613,72,4.34
6068,-123.663136,101,4.38
6100,-91.449692,88,4.40
6288,-93.683413,69,4.53
6336,-112.432904,67,4.56
6484,-378.421071,133,4.67
6544,-66.189928,64,4.71
6580,-89.33277,61,4.73
6640,-107.015345,135,4.77
6832,-80.862405,72,4.91
6980,-129.032538,100,5.01
7012,-365.063878,93,5.03
7044,-185.076938,140,5.06
7308,-237.394312,74,5.24
7316,-114.601273,84,5.24
7396,-188.329309,141,5.30
7516,-460.428485,118,5.39
7564,-99.562825,64,5.42
7640,-109.916965,81,5.47
7812,-91.586603,62,5.59
7828,-140.205997,108,5.60
7868,-294.674166,88,5.63
7952,-110.906003,78,5.69
8108,-176.194354,60,5.79
8196,-300.840968,96,13.18
8240,-268.076851,103,13.21
8304,-324.713831,88,13.26
8400,-144.237054,73,13.33
8640,-129.163095,84,13.50
8676,-108.515929,69,13.53
8716,-209.028115,119,13.56
8752,-109.118524,139,13.58
8996,-77.68943,80,13.76
9048,-307.598291,102,13.79
9060,-82.868443,77,13.80
9208,-78.574718,123,13.91
9304,-115.096975,77,13.97
9400,-103.725419,85,14.04
9592,-295.816585,136,14.18
9620,4.742722,103,14.20
9692,-105.322863,97,14.25
9780,-172.285229,95,14.31
9932,-37.906422,60,14.41
9940,-128.079841,80,14.41
10096,-243.049749,126,14.52
10228,-212.821025,112,14.61
10332,-76.799967,100,14.69
10388,-144.533566,112,14.73
10408,-38.981152,78,14.74
10720,-115.131911,78,14.96
10732,-361.304665,126,14.97
10832,-285.494655,111,15.04
10844,-167.851299,128,15.05
11016,-90.564772,74,15.17
11172,-143.715524,110,15.28
11288,-189.819477,114,15.36
11308,-51.407593,116,15.38
11572,-265.307145,139,15.56
11636,-63.427719,116,15.61
11720,-284.919086,108,15.67
11748,-182.330331,110,15.69
11864,-92.05365,73,15.77
12124,-115.272551,122,15.95
12136,-228.42694,104,15.96
12152,-144.754785,101,15.97
12176,-102.955059,78,15.99
12388,-34.205146,66,16.14
12452,-73.627579,69,16.18
12500,-219.743362,87,16.22
12564,-136.108954,107,16.26
12772,-110.516823,96,16.41
12852,-168.339089,100,16.46
12912,-173.195401,103,16.50
12980,-124.011053,104,16.55
13160,-85.939964,77,16.68
13260,-122.339037,70,16.75
13308,-250.198325,134,16.78
13368,-95.888165,114,16.82
13496,-68.225675,84,16.91
13656,-244.155418,99,17.02
13656,-133.769514,87,17.02
13704,-112.349096,84,17.06
13924,-192.335143,107,17.21
14028,-137.510157,81,17.29
14048,-169.46453,98,17.31
14076,-139.108314,105,17.33
14208,-123.621829,71,17.42
14388,-137.244768,90,17.54
14460,-99.609941,103,17.59
14560,-225.366289,121,17.66
14652,-144.833424,111,17.73
14756,-93.231239,74,17.80
